city,date,weather_satisfaction,air_quality_satisfaction
Karachi,2013-06-14,2,3
Karachi,2013-06-24,4,5
Karachi,2013-06-27,1,7
Karachi,2013-07-02,3,6
Karachi,2013-07-10,5,6
Karachi,2013-07-18,4,7
Karachi,2013-07-29,1,6
Karachi,2013-07-30,3,6
Karachi,2013-08-11,2,8
Karachi,2013-08-19,2,7
Karachi,2013-08-20,3,8
Karachi,2013-08-28,3,6
Karachi,2013-09-07,6,5
Karachi,2013-09-12,4,6
Karachi,2013-09-23,3,4
Karachi,2013-09-29,3,6
Karachi,2013-10-02,7,7
Karachi,2013-10-13,5,5
Karachi,2013-10-18,4,5
Karachi,2013-10-25,8,6
Karachi,2013-11-02,6,5
Karachi,2013-11-09,6,5
Karachi,2013-11-16,6,3
Karachi,2013-11-25,7,7
Karachi,2013-12-02,6,4
Karachi,2013-12-04,7,8
Karachi,2013-12-14,8,6
Karachi,2013-12-23,8,7
Karachi,2013-12-29,9,6
Karachi,2014-01-04,9,6
Karachi,2014-01-09,8,7
Karachi,2014-01-18,9,8
Karachi,2014-01-21,7,7
Karachi,2014-01-30,7,6
Karachi,2014-02-08,10,7
Karachi,2014-02-12,8,6
Karachi,2014-02-18,9,7
Karachi,2014-02-25,8,8
Karachi,2014-03-04,6,7
Karachi,2014-03-15,7,7
Karachi,2014-03-21,6,6
Karachi,2014-03-29,9,8
Karachi,2014-04-05,6,8
Karachi,2014-04-14,7,5
Karachi,2014-04-18,5,6
Karachi,2014-04-25,7,5
Karachi,2014-05-04,4,4
Karachi,2014-05-08,5,6
Karachi,2014-05-17,4,5
Karachi,2014-05-21,5,6
Karachi,2014-05-31,5,5
Karachi,2014-06-09,6,6
Karachi,2014-06-16,3,6
Karachi,2014-06-22,1,7
Karachi,2014-06-24,3,6
Karachi,2014-07-03,3,7
Karachi,2014-07-11,4,5
Karachi,2014-07-18,6,6
Karachi,2014-07-28,4,5
Karachi,2014-08-03,2,7
Karachi,2014-08-05,1,6
Karachi,2014-08-18,3,8
Karachi,2014-08-21,2,5
Karachi,2014-08-28,2,5
Karachi,2014-09-06,4,6
Karachi,2014-09-09,3,6
Karachi,2014-09-21,4,6
Karachi,2014-09-29,2,1
Karachi,2014-09-30,4,7
Karachi,2014-10-10,3,4
Karachi,2014-10-14,6,7
Karachi,2014-10-26,5,6
Karachi,2014-10-29,4,5
Karachi,2014-11-05,8,7
Karachi,2014-11-17,9,7
Karachi,2014-11-19,7,5
Karachi,2014-11-27,5,6
Karachi,2014-12-06,9,5
Karachi,2014-12-14,6,8
Karachi,2014-12-19,9,8
Karachi,2014-12-28,10,9
Karachi,2015-01-05,8,8
Karachi,2015-01-12,7,7
Karachi,2015-01-18,7,8
Karachi,2015-01-20,10,7
Karachi,2015-01-31,7,6
Karachi,2015-02-07,7,8
Karachi,2015-02-16,8,1
Karachi,2015-02-22,8,7
Karachi,2015-02-26,9,10
Karachi,2015-03-07,7,8
Karachi,2015-03-12,7,5
Karachi,2015-03-19,8,6
Karachi,2015-03-25,7,8
Karachi,2015-04-05,3,7
Karachi,2015-04-08,6,5
Karachi,2015-04-17,4,5
Karachi,2015-04-22,7,4
Karachi,2015-04-28,8,8
Karachi,2015-05-06,4,6
Karachi,2015-05-15,5,5
Karachi,2015-05-22,4,6
Karachi,2015-05-28,4,4
Karachi,2015-06-04,4,5
Karachi,2015-06-14,3,6
Karachi,2015-06-20,4,5
Karachi,2015-06-25,3,7
Karachi,2015-07-06,3,5
Karachi,2015-07-10,5,5
Karachi,2015-07-15,4,7
Karachi,2015-07-23,2,6
Karachi,2015-08-03,2,10
Karachi,2015-08-07,3,8
Karachi,2015-08-13,1,6
Karachi,2015-08-20,1,6
Karachi,2015-08-25,3,5
Karachi,2015-09-05,4,4
Karachi,2015-09-08,5,5
Karachi,2015-09-18,7,5
Karachi,2015-09-24,4,6
Karachi,2015-10-05,6,6
Karachi,2015-10-07,5,6
Karachi,2015-10-17,4,6
Karachi,2015-10-22,5,7
Karachi,2015-10-31,7,5
Karachi,2015-11-08,6,6
Karachi,2015-11-11,7,6
Karachi,2015-11-20,8,6
Karachi,2015-11-30,9,9
Karachi,2015-12-05,10,7
Karachi,2015-12-09,7,6
Karachi,2015-12-19,9,6
Karachi,2015-12-28,7,8
Karachi,2016-01-02,9,7
Karachi,2016-01-05,8,8
Karachi,2016-01-14,8,9
Karachi,2016-01-20,9,8
Karachi,2016-01-26,7,5
Karachi,2016-02-06,7,6
Karachi,2016-02-15,6,6
Karachi,2016-02-18,9,6
Karachi,2016-02-24,10,8
Karachi,2016-03-04,7,8
Karachi,2016-03-13,5,5
Karachi,2016-03-17,7,7
Karachi,2016-03-23,5,8
Karachi,2016-04-04,10,5
Karachi,2016-04-07,3,6
Karachi,2016-04-12,6,6
Karachi,2016-04-21,6,5
Karachi,2016-04-27,1,6
Karachi,2016-05-08,1,5
Karachi,2016-05-10,4,5
Karachi,2016-05-17,5,4
Karachi,2016-05-25,10,6
Karachi,2016-05-31,4,8
Karachi,2016-06-08,4,1
Karachi,2016-06-17,3,6
Karachi,2016-06-22,3,7
Karachi,2016-06-29,2,4
Karachi,2016-07-11,2,7
Karachi,2016-07-12,3,7
Karachi,2016-07-22,2,4
Karachi,2016-08-01,2,5
Karachi,2016-08-06,5,7
Karachi,2016-08-12,3,4
Karachi,2016-08-21,2,6
Karachi,2016-08-28,2,6
Karachi,2016-08-30,4,7
Karachi,2016-09-10,4,7
Karachi,2016-09-18,6,6
Karachi,2016-09-26,3,5
Karachi,2016-09-30,1,6
Karachi,2016-10-08,5,6
Karachi,2016-10-16,5,5
Karachi,2016-10-19,8,6
Karachi,2016-10-27,5,5
Karachi,2016-11-01,8,5
Karachi,2016-11-13,10,6
Karachi,2016-11-19,7,6
Karachi,2016-11-23,7,1
Karachi,2016-11-29,6,6
Karachi,2016-12-09,8,5
Karachi,2016-12-16,9,7
Karachi,2016-12-25,7,6
Karachi,2016-12-27,10,5
Karachi,2017-01-09,8,5
Karachi,2017-01-10,8,9
Karachi,2017-01-23,8,7
Karachi,2017-01-30,7,6
Karachi,2017-02-05,7,8
Karachi,2017-02-08,9,8
Karachi,2017-02-16,8,5
Karachi,2017-02-22,7,8
Karachi,2017-03-04,6,7
Karachi,2017-03-11,6,7
Karachi,2017-03-18,8,5
Karachi,2017-03-22,7,7
Karachi,2017-04-03,7,6
Karachi,2017-04-04,6,6
Karachi,2017-04-11,8,6
Karachi,2017-04-22,7,8
Karachi,2017-04-30,3,6
Karachi,2017-05-05,6,7
Karachi,2017-05-09,4,5
Karachi,2017-05-22,1,5
Karachi,2017-05-29,5,5
Karachi,2017-06-02,4,7
Karachi,2017-06-11,3,6
Karachi,2017-06-19,5,5
Karachi,2017-06-20,2,5
Karachi,2017-07-02,1,5
Karachi,2017-07-10,1,7
Karachi,2017-07-12,3,5
Karachi,2017-07-18,4,5
Karachi,2017-07-30,2,8
Karachi,2017-08-03,4,6
Karachi,2017-08-10,5,7
Karachi,2017-08-21,1,7
Karachi,2017-08-28,3,6
Karachi,2017-09-02,4,7
Karachi,2017-09-11,4,5
Karachi,2017-09-13,2,6
Karachi,2017-09-19,6,6
Karachi,2017-09-29,5,5
Karachi,2017-10-09,5,7
Karachi,2017-10-11,6,5
Karachi,2017-10-21,10,5
Karachi,2017-10-30,4,6
Karachi,2017-11-03,6,7
Karachi,2017-11-07,1,6
Karachi,2017-11-19,9,4
Karachi,2017-11-27,5,1
Karachi,2017-12-03,8,8
Karachi,2017-12-11,9,6
Karachi,2017-12-13,10,6
Karachi,2017-12-19,8,6
Karachi,2017-12-31,9,7
Karachi,2018-01-07,8,10
Karachi,2018-01-14,8,7
Karachi,2018-01-20,5,10
Karachi,2018-01-23,8,8
Karachi,2018-01-31,8,8
Karachi,2018-02-10,10,6
Karachi,2018-02-19,8,8
Karachi,2018-02-21,7,9
Karachi,2018-03-03,5,5
Karachi,2018-03-12,9,7
Karachi,2018-03-18,8,7
Karachi,2018-03-23,5,7
Karachi,2018-04-01,8,5
Karachi,2018-04-09,6,6
Karachi,2018-04-13,7,6
Karachi,2018-04-23,4,4
Karachi,2018-04-25,5,6
Karachi,2018-05-04,5,6
Karachi,2018-05-10,4,7
Karachi,2018-05-17,2,6
Karachi,2018-05-24,3,8
Karachi,2018-06-02,2,5
Karachi,2018-06-08,2,6
Karachi,2018-06-13,2,5
Karachi,2018-06-23,2,6
Karachi,2018-06-27,4,5
Karachi,2018-07-09,5,6
Karachi,2018-07-15,2,9
Karachi,2018-07-18,3,7
Karachi,2018-07-28,2,7
Karachi,2018-08-03,2,7
Karachi,2018-08-11,10,6
Karachi,2018-08-14,2,4
Karachi,2018-08-21,1,5
Karachi,2018-09-02,10,8
Karachi,2018-09-06,4,6
Karachi,2018-09-11,4,5
Karachi,2018-09-22,1,6
Karachi,2018-09-28,3,5
Karachi,2018-10-03,7,8
Karachi,2018-10-13,6,7
Karachi,2018-10-19,3,6
Karachi,2018-10-24,5,6
Karachi,2018-10-31,7,5
Karachi,2018-11-08,6,6
Karachi,2018-11-19,7,6
Karachi,2018-11-25,10,6
Karachi,2018-11-27,6,6
Karachi,2018-12-06,7,7
Karachi,2018-12-11,9,7
Karachi,2018-12-19,7,6
Karachi,2018-12-25,8,5
Karachi,2019-01-05,10,8
Karachi,2019-01-11,9,7
Karachi,2019-01-16,8,7
Karachi,2019-01-25,1,6
Karachi,2019-02-01,9,8
Karachi,2019-02-06,7,7
Karachi,2019-02-16,9,7
Karachi,2019-02-21,8,8
Karachi,2019-03-04,6,7
Karachi,2019-03-08,7,9
Karachi,2019-03-13,8,7
Karachi,2019-03-21,5,8
Karachi,2019-03-27,5,8
Karachi,2019-04-06,5,6
Karachi,2019-04-11,5,8
Karachi,2019-04-22,6,6
Karachi,2019-04-23,7,6
Karachi,2019-05-05,2,5
Karachi,2019-05-12,5,5
Karachi,2019-05-16,4,5
Karachi,2019-05-23,2,4
Karachi,2019-05-31,5,6
Karachi,2019-06-09,3,6
Karachi,2019-06-11,3,4
Karachi,2019-06-23,1,7
Karachi,2019-06-30,6,7
Karachi,2019-07-03,6,6
Karachi,2019-07-13,3,7
Karachi,2019-07-18,1,6
Karachi,2019-07-29,3,7
Karachi,2019-07-30,2,6
Karachi,2019-08-08,3,8
Karachi,2019-08-19,3,7
Karachi,2019-08-26,2,5
Karachi,2019-08-28,1,7
Karachi,2019-09-08,4,5
Karachi,2019-09-15,2,5
Karachi,2019-09-22,4,6
Karachi,2019-09-25,6,5
Karachi,2019-10-02,6,1
Karachi,2019-10-10,6,6
Karachi,2019-10-18,5,7
Karachi,2019-10-28,5,5
Karachi,2019-10-29,7,4
Karachi,2019-11-11,7,6
Karachi,2019-11-18,8,6
Karachi,2019-11-21,7,5
Karachi,2019-11-29,8,6
Karachi,2019-12-07,9,6
Karachi,2019-12-15,6,7
Karachi,2019-12-18,7,5
Karachi,2019-12-30,7,6
Karachi,2020-01-06,7,7
Karachi,2020-01-10,7,7
Karachi,2020-01-14,9,6
Karachi,2020-01-23,6,8
Karachi,2020-02-01,8,7
Karachi,2020-02-06,8,7
Karachi,2020-02-17,6,8
Karachi,2020-02-23,10,5
Karachi,2020-03-01,8,5
Karachi,2020-03-08,6,7
Karachi,2020-03-15,5,6
Karachi,2020-03-19,8,7
Karachi,2020-03-29,6,6
Karachi,2020-04-02,5,3
Karachi,2020-04-09,5,5
Karachi,2020-04-20,6,5
Karachi,2020-04-24,6,5
Karachi,2020-05-01,3,5
Karachi,2020-05-09,5,5
Karachi,2020-05-17,5,10
Karachi,2020-05-21,3,5
Karachi,2020-05-28,5,6
Karachi,2020-06-08,1,5
Karachi,2020-06-14,2,7
Karachi,2020-06-19,3,8
Karachi,2020-06-25,2,6
Karachi,2020-07-06,3,4
Karachi,2020-07-07,4,5
Karachi,2020-07-16,1,8
Karachi,2020-07-22,3,5
Karachi,2020-07-31,2,5
Karachi,2020-08-07,1,6
Karachi,2020-08-17,2,8
Karachi,2020-08-19,3,7
Karachi,2020-08-27,1,7
Karachi,2020-09-07,2,6
Karachi,2020-09-14,4,5
Karachi,2020-09-18,4,5
Karachi,2020-09-27,3,6
Karachi,2020-09-30,6,6
Karachi,2020-10-11,4,7
Karachi,2020-10-13,7,5
Karachi,2020-10-21,5,5
Karachi,2020-10-31,5,5
Karachi,2020-11-08,6,4
Karachi,2020-11-13,8,5
Karachi,2020-11-21,7,6
Karachi,2020-11-24,5,6
Karachi,2020-12-01,5,6
Karachi,2020-12-12,10,6
Karachi,2020-12-20,9,6
Karachi,2020-12-22,6,6
Karachi,2020-12-30,7,5
Karachi,2021-01-10,6,6
Karachi,2021-01-16,10,7
Karachi,2021-01-19,8,8
Karachi,2021-01-27,6,6
Karachi,2021-02-05,9,8
Karachi,2021-02-09,7,7
Karachi,2021-02-18,6,6
Karachi,2021-02-24,8,6
Karachi,2021-03-04,5,6
Karachi,2021-03-10,8,7
Karachi,2021-03-20,9,7
Karachi,2021-03-25,6,6
Karachi,2021-03-31,8,7
Karachi,2021-04-11,6,7
Karachi,2021-04-17,4,6
Karachi,2021-04-25,6,5
Karachi,2021-04-29,6,6
Karachi,2021-05-08,6,5
Karachi,2021-05-13,5,6
Karachi,2021-05-20,3,6
Karachi,2021-05-25,5,6
Karachi,2021-06-07,1,7
Karachi,2021-06-12,5,6
Karachi,2021-06-15,4,7
Karachi,2021-06-22,2,5
Karachi,2021-06-30,4,6
Karachi,2021-07-10,3,6
Karachi,2021-07-13,3,6
Karachi,2021-07-25,2,6
Karachi,2021-07-29,3,4
Karachi,2021-08-06,1,6
Karachi,2021-08-10,3,6
Karachi,2021-08-20,4,4
Karachi,2021-08-25,4,5
Karachi,2021-09-02,3,5
Karachi,2021-09-09,3,6
Karachi,2021-09-18,8,6
Karachi,2021-09-22,3,7
Karachi,2021-10-01,5,7
Karachi,2021-10-11,6,6
Karachi,2021-10-13,4,1
Karachi,2021-10-23,7,5
Karachi,2021-10-26,7,7
Karachi,2021-11-03,7,6
Karachi,2021-11-11,8,6
Karachi,2021-11-18,8,5
Karachi,2021-11-28,5,6
Karachi,2021-12-01,9,5
Karachi,2021-12-12,7,7
Karachi,2021-12-15,8,7
Karachi,2021-12-23,8,6
Karachi,2021-12-31,5,6
Karachi,2022-01-04,4,8
Karachi,2022-01-15,8,7
Karachi,2022-01-22,7,7
Karachi,2022-01-25,9,7
Karachi,2022-02-03,10,5
Karachi,2022-02-09,8,6
Karachi,2022-02-18,8,6
Karachi,2022-02-26,7,6
Karachi,2022-03-01,7,6
Karachi,2022-03-14,6,7
Karachi,2022-03-15,7,8
Karachi,2022-03-25,8,5
Karachi,2022-04-04,3,5
Karachi,2022-04-06,7,8
Karachi,2022-04-18,6,4
Karachi,2022-04-25,6,7
Karachi,2022-04-27,4,6
Karachi,2022-05-06,4,8
Karachi,2022-05-11,6,5
Karachi,2022-05-21,3,5
Karachi,2022-05-26,5,8
Karachi,2022-05-31,4,5
Karachi,2022-06-13,5,5
Karachi,2022-06-16,3,7
Karachi,2022-06-27,4,6
Karachi,2022-07-02,4,6
Karachi,2022-07-09,1,7
Karachi,2022-07-15,5,1
Karachi,2022-07-22,4,7
Karachi,2022-07-28,3,8
Karachi,2022-08-02,3,6
Karachi,2022-08-14,1,6
Karachi,2022-08-18,5,5
Karachi,2022-08-26,1,6
Karachi,2022-09-02,4,4
Karachi,2022-09-09,3,6
Karachi,2022-09-18,3,6
Karachi,2022-09-20,5,6
Karachi,2022-09-27,5,6
Karachi,2022-10-06,5,6
Karachi,2022-10-17,5,6
Karachi,2022-10-20,6,3
Karachi,2022-10-28,5,5
Karachi,2022-11-03,8,5
Karachi,2022-11-09,8,8
Karachi,2022-11-15,7,5
Karachi,2022-11-22,6,5
Karachi,2022-11-30,5,7
Karachi,2022-12-10,10,7
Karachi,2022-12-19,6,6
Karachi,2022-12-26,7,8
Karachi,2022-12-28,7,5
Karachi,2023-01-04,10,7
Karachi,2023-01-10,1,7
Karachi,2023-01-17,7,7
Karachi,2023-01-30,8,6
Karachi,2023-01-31,7,7
Karachi,2023-02-10,9,7
Karachi,2023-02-15,10,6
Karachi,2023-02-23,9,7
Karachi,2023-03-06,8,8
Karachi,2023-03-13,5,6
Karachi,2023-03-20,6,6
Karachi,2023-03-24,8,9
Karachi,2023-04-03,4,6
Karachi,2023-04-08,5,6
Karachi,2023-04-15,5,5
Karachi,2023-04-19,6,5
Karachi,2023-04-25,4,5
Karachi,2023-05-05,5,7
Karachi,2023-05-11,5,7
Karachi,2023-05-18,4,4
Karachi,2023-05-24,4,6
Karachi,2023-06-04,5,7
Karachi,2023-06-12,1,7
Karachi,2023-06-19,4,6
Karachi,2023-06-24,3,6
Karachi,2023-06-29,4,5
Karachi,2023-07-08,3,2
Karachi,2023-07-11,5,3
Karachi,2023-07-22,3,6
Karachi,2023-07-26,2,7
Karachi,2023-08-04,2,7
Karachi,2023-08-11,2,4
Karachi,2023-08-16,4,6
Karachi,2023-08-26,3,7
Karachi,2023-09-03,3,5
Karachi,2023-09-09,4,6
Karachi,2023-09-12,5,6
Karachi,2023-09-24,7,6
Karachi,2023-09-29,1,6
Karachi,2023-10-07,6,5
Karachi,2023-10-13,5,5
Karachi,2023-10-17,5,7
Karachi,2023-10-28,7,7
Karachi,2023-11-02,6,5
Karachi,2023-11-09,7,7
Karachi,2023-11-17,8,7
Karachi,2023-11-22,2,5
Karachi,2023-12-03,7,5
Karachi,2023-12-08,10,5
Karachi,2023-12-13,7,6
Karachi,2023-12-25,8,7
Karachi,2023-12-27,9,7
Karachi,2024-01-05,7,4
Karachi,2024-01-14,6,7
Karachi,2024-01-21,7,6
Karachi,2024-01-25,10,7
Karachi,2024-02-02,9,8
Karachi,2024-02-11,6,5
Karachi,2024-02-14,9,6
Karachi,2024-02-20,8,6
Karachi,2024-03-04,3,9
Karachi,2024-03-11,6,7
Karachi,2024-03-16,6,10
Karachi,2024-03-24,8,8
Karachi,2024-03-30,5,7
Karachi,2024-04-04,5,6
Karachi,2024-04-09,5,6
Karachi,2024-04-16,5,6
Karachi,2024-04-25,7,5
Karachi,2024-05-05,5,6
Karachi,2024-05-08,4,5
Karachi,2024-05-14,3,8
Karachi,2024-05-22,5,5
Karachi,2024-06-02,3,7
Karachi,2024-06-06,3,6
Karachi,2024-06-13,2,4
Karachi,2024-06-23,4,5
Karachi,2024-06-29,5,6
Karachi,2024-07-02,3,5
Karachi,2024-07-09,3,5
Karachi,2024-07-22,4,6
Karachi,2024-07-24,3,8
Karachi,2024-08-04,2,7
Karachi,2024-08-11,2,7
Karachi,2024-08-15,4,8
Karachi,2024-08-24,2,6
Karachi,2024-09-02,10,4
Karachi,2024-09-04,4,5
Karachi,2024-09-12,3,5
Karachi,2024-09-17,2,2
Karachi,2024-09-26,1,4
Karachi,2024-10-01,5,7
Karachi,2024-10-10,6,7
Karachi,2024-10-21,8,6
Karachi,2024-10-27,5,6
Karachi,2024-10-29,4,5
Karachi,2024-11-07,8,5
Karachi,2024-11-16,7,7
Karachi,2024-11-23,7,5
Karachi,2024-11-26,7,4
Karachi,2024-12-09,7,5
Karachi,2024-12-10,6,5
Karachi,2024-12-22,9,6
Karachi,2024-12-29,6,9
Karachi,2025-01-03,7,8
Karachi,2025-01-10,7,7
Karachi,2025-01-14,8,6
Karachi,2025-01-22,9,6
Karachi,2025-01-30,9,8
Karachi,2025-02-09,10,9
Karachi,2025-02-11,6,6
Karachi,2025-02-22,9,5
Karachi,2025-03-02,5,8
Karachi,2025-03-05,7,5
Karachi,2025-03-14,8,8
Karachi,2025-03-22,6,9
Karachi,2025-03-27,8,8
Karachi,2025-04-02,7,5
Karachi,2025-04-13,5,5
Karachi,2025-04-19,5,5
Karachi,2025-04-23,4,5
Karachi,2025-05-04,5,6
Karachi,2025-05-09,5,5
Karachi,2025-05-17,1,5
Karachi,2025-05-26,2,5
Karachi,2025-05-31,5,6
Karachi,2025-06-05,4,6
Karachi,2025-06-13,2,6
Karachi,2025-06-20,1,1
Karachi,2025-06-29,4,6
Karachi,2025-07-01,2,6
Karachi,2025-07-08,2,5
Karachi,2025-07-20,1,4
Karachi,2025-07-24,2,4
Karachi,2025-07-30,3,6
Karachi,2025-08-09,1,7
Karachi,2025-08-14,2,5
Karachi,2025-08-21,2,7
